Year,"Sr No",Date,Title,Subject,Judgemental_Status,"Link URL","Judgemental Summary"
2017,1,24-08-2017,"JUSTICE K.S.PUTTASWAMY(RETD) vs UNION OF INDIAW.P.(C) No. 494/2012","Recognition of the right to privacy as part of the right to life and personal liberty under Article 21 and other rights guaranteed by Part III of the Constitution","View Judgment",https://www.sci.gov.in/view-pdf/?diary_no=350712012&type=j&order_date=2017-08-24&from=latest_judgements_order,"JUSTICE K.S.PUTTASWAMY(RETD) V. UNION OF INDIA2017 INSC 801 (24 August 2017)Justices: Chief Justice Jagdish S. Khehar, Justice Jasti Chelameswar, Justice Sharad A. Bobde, Justice Rajesh K. Agrawal, Justice Rohinton F. Nariman, Justice Abhay M. Sapre, Justice (Dr.) Dhananjaya Y. Chandrachud, Justice Sanjay K. Kaul, Justice Syed A. NazeerQuestion(s): Is the right to privacy a part of the right to life and personal liberty under Article 21 and other rights guaranteed by Part III of the Constitution? Factual Background: The Union of India, through the adoption of the Aadhaar (Targeted Delivery of Financial and Other Subsidies, Benefits and Services) Act, 2016 and the Aadhar card scheme, sought to collect demographic and biometric data of individuals to reduce leakages in the distribution of various public benefits. These measures were challenged before a Three-Judge Bench of the Supreme Court on the ground that the data collection violated individual’s right to privacy. Considering the pronouncements in M.P. Sharma v. Satish Chandra, District Magistrate (Eight-Judge Bench) (“M.P. Sharma”) (1954 INSC 24) and Kharak Singh v. State of Uttar Pradesh (Six-Judge Bench) (“Kharak Singh”) (1962 INSC 389) where the Court observed that the right to privacy is not protected under our Constitution, the Three-Judge Bench referred the matter to the Constitution Bench (Five Judges).The observation made in M.P. Sharma and Kharak Singh were based on the judgment of A.K. Gopalan v. State of Madras (“A. K. Gopalan”) (1950 INSC 13), which was held to be incorrect by the Supreme Court in R.C. Cooper v. Union of India (Eleven-Judge Bench) (“R. C. Cooper”) (1970 INSC 18). Further, in Maneka Gandhi v. Union of India (Seven-Judge Bench) (“Maneka Gandhi”) (1978 INSC 16), the majority view in Kharak Singh was overruled. However, since the decisions of a larger bench (M.P. Sharma and Kharak Singh) cannot be ignored by a smaller Bench, the present Constitution Bench placed the question before a Nine-Judge Bench of the Supreme Court.Decision of the Supreme Court: The Nine-Judge Bench wrote five opinions. All nine judges unanimously upheld the right to privacy as a part of the right to life and personal liberty under Article 21 of the Constitution, and a protected right across the fundamental freedoms guaranteed under Part III of the Constitution (Fundamental Rights). The Supreme Court held that privacy is inherent and inseparable from dignified human existence. A majority of judges agreed that an individual's privacy can only be interfered with by a measure based on a law, is necessary to secure a legitimate government interest, and the interference with privacy is proportionate to the government’s objective. Justice Chandrachud authored a plurality opinion on behalf of Chief Justice Khehar, Justice Agrawal, Justice Nazeer, and himself. Justice Chelameswar, Justice Bobde, Justice Nariman, Justice Kaul, and Justice Sapre all authored separate concurring opinions.Reasons for the Decision: The decisions in M.P. Sharma and Kharak SinghThe decisions in M. P. Sharma and Kharak Singh were based on the view of the majority in A. K. Gopalan, which was later overruled in R. C. Cooper and Maneka Gandhi (¶24 J. Chandrachud, ¶7 J. Bobde). A. K. Gopalan treated each article in Part III of the Constitution as embodying distinct, non-overlapping freedoms (¶13 J. Chandrachud). Consequently, the decisions of M. P. Sharma and Kharak Singh did not recognize the interconnected nature of fundamental rights, meaning they should not be read in isolation. However, in R. C. Cooper, the Court rejected the notion that fundamental rights operate in watertight compartments (¶¶21,150 J. Chandrachud). Therefore, the judgments in M. P. Sharma and Kharak Singh cannot impede the interpretation of the fundamental right to privacy within Part III of the Constitution (¶¶19-24 J. Chandrachud, ¶7 J. Chelameswar, ¶7 J. Bobde, ¶¶35-38 J. Nariman).In M.P. Sharma, the Supreme Court refused to read the right to privacy as part of the right against self-incrimination in Article 20(3) of the Constitution (¶26 J. Chandrachud, ¶7 J. Chelameswar, ¶4 J. Bobde). However, the Court in M.P. Sharma refrained from making any observations regarding the import of the fundamental right to privacy under Part III of the Constitution. The Supreme Court in the present case found that M.P. Sharma dealt only with Article 20(3) and not with other fundamental rights (¶¶26,185 J. Chandrachud, ¶7 J. Chelameswar, ¶¶4, 7-9 J. Bobde, ¶¶25-27 J. Nariman). Hence, the judgment of M.P. Sharma does not fall in the way of reading the right to privacy in Part III of the Constitution (¶¶ 25-26,185 J. Chandrachud, ¶7 J. Chelameswar, ¶¶7-9 J. Bobde, ¶¶25-27 J. Nariman).The Supreme Court held that the majority in Kharak Singh was accurate in stating that Article 21 assures that dignity is essential for the development and evolution of a human being. However, it was not correct to hold that the right to privacy is not part of our Constitution (¶89 J. Chandrachud, ¶9 J. Chelameswar, ¶6 J. Bobde, ¶42 J. Nariman). The decision in Kharak Singh was overruled to this extent.The judgments of Govind v. State of Madhya Pradesh (1975 INSC 74), R. Rajagopal v. State of Tamil Nadu (1994 INSC 455), and People’s Union of Civil Liberties v. Union of India (1996 INSC 1509), have affirmed the right to privacy as a constitutionally protected right under Article 21. Through Selvi v. State of Karnataka (2007 INSC 520), the Court had recognized constitutional protection to privacy in physical as well as mental sense (¶61 J. Chandrachud, ¶10 J. Bobde, ¶75 J. Nariman).Affirmation of the Constituent Assembly is not a necessityThe Supreme Court rejected the argument that whatever is not found in the text of the Constitution cannot become part of the Constitution ( ¶17 J. Chelameswar). It held that it cannot be conclusively stated from the Constituent Assembly debates that the Constituent Assembly rejected the existence of the right to privacy (¶148 J. Chandrachud, ¶17 J. Chelameswar). The relevance of the Constituent Assembly debates may be limited as the right to privacy must be assessed within the contemporary context (¶151 J. Chandrachud, ¶44 J. Nariman, ¶31 J. Kaul).Privacy is a facet of Article 21The Supreme Court disagreed with the respondents that there is no concept of ‘privacy.’ The Court held that the mere absence of the definition of ‘privacy’ cannot prevent the Court from recognizing the right of privacy and its contours. (¶¶48-50 J. Nariman, ¶¶19-21 J. Bobde, ¶10 J. Kaul). The Court held that privacy is the foundational condition for exercising the right to life and personal liberty (¶24 J. Bobde, ¶91 J. Chandrachud). Dignity, which lies at the heart of the Constitution and is expressly recognized in the Preamble and Article 21, cannot be safeguarded without privacy. The framers of the Constitution envisioned a society where liberty and dignity are central to the fulfilment of constitutional values (¶107 J. Chandrachud). Privacy, as a core value intertwined with life and liberty, ensures that dignity is upheld (¶107 J. Chandrachud, ¶¶25-30 J. Bobde, ¶48 J. Nariman, ¶40 J. Kaul).The Supreme Court stated that the right to privacy includes the preservation of personal intimacies, sanctity of family life, marriage, procreation, and sexual orientation (¶169 J. Chandrachud). Justice Chelameswar opined that the right to privacy consists of three facets i.e., repose (freedom from unwarranted stimuli), sanctuary (protection against intrusive observation), and intimate decision-making (autonomy over personal choices) (¶36 J. Chelameswar). Justice Nariman also highlighted that privacy rights extend beyond a person’s body to informational privacy. He emphasised that individuals have the right to control the dissemination of personal information, and any unauthorised use of such material may result in an infringement of this right (i.e., informational privacy) (¶81, J. Nariman, ¶177 J. Chandrachud, ¶11, J. Kaul).Statutory protection cannot deny constitutional protectionThe Supreme Court rejected the argument that since various statutory laws acknowledge the right to privacy, declaring it as a fundamental right in Part III is not required. The Court held that constitutional rights are not subject to the whims of a particular government. Unlike a statutory right, a constitutional right cannot be modified, annulled, or curtailed by the legislative majority (¶153 J. Chandrachud, ¶19 J. Chelameswar, ¶39 J. Bobde).Restriction on the rightThe Supreme Court held that the right to privacy is not absolute; it is subject to reasonable restrictions imposed by the State to protect legitimate State interests (¶43 J. Chelameswar, ¶86 J. Nariman, ¶72 J. Kaul). The Court held that all limitations on privacy are subject to three requirements derived from Article 21. First, there must exist a validly enacted law that authorises the infringement of privacy. Second, the infringement must be necessary to meet a legitimate aim. Third, the means or methods of the State must be proportionate to the government’s legitimate aim (¶180 J. Chandrachud). Justice Kaul also held that there should be procedural safeguards against the infringement of the right (¶71 J. Kaul).Prepared by Sakshi Komal Dubey (Intern)Centre for Research and Planning, Supreme Court of IndiaJudgment Summaries are prepared to help promote a better understanding of the decisions of the Supreme Court of India. They do not form part of the Court's decision or reasons and are not for use in legal proceedings.© Supreme Court of India"
2017,2,09-05-2017,"IN RE vs HONBLE MR JUSTICE C.S. KARNANSMC(C) No. 1/2017","Contempt proceedings against Justice C.S. Karnan.","View Judgment",https://www.sci.gov.in/view-pdf/?diary_no=44082017&type=j&order_date=2017-05-09&from=latest_judgements_order,"IN RE V. HONBLE MR JUSTICE C.S. KARNAN2017 INSC 455 (9 May 2017)Justices: Chief Justice Jagdish S. Khehar, Justice Dipak Misra, Justice Jasti Chelameswar, Justice Ranjan Gogoi, Justice Madan B. Lokur, Justice Pinaki C. Ghose, and Justice Kurian JosephQuestion(s): Whether Justice Chinnaswamy S. Karnan (Judge of the High Court of Madras, and High Court of Calcutta) is guilty of contempt of Court.Factual Background: In 2015, while Justice Karnan was a sitting judge of the Madras High Court, he had levelled a series of corruption allegations against various judges of the Madras High Court. He sent letters to the highest executive and judicial authorities alleging that the academic certificates of a newly appointed judge were fake and accusing two other judges of not acting independently. Additionally, he accused the Chief Justice of the Madras High Court of discriminating against him, and claimed he was subjected to ragging and ridicule by fellow Madras High Court judges due to his caste. Justice Karnan also initiated suo-motu writ proceedings, during which he stayed administrative orders passed by the Chief Justice of the Madras High Court. On 12 February 2016, Justice Karnan was transferred to the Calcutta High Court.A Seven Judge Bench of the Supreme Court consisting of the seven senior most judges initiated suo-motu contempt proceedings against Justice Karnan on 8 February 2017 in light of his public allegations against numerous judges and the issuance of orders without legal sanction or justification.Despite receiving a contempt notice from the Supreme Court, Justice Karnan continued to pass orders in suo-motu proceedings, including staying orders passed by the Supreme Court. In one instance, he wrote a letter demanding that the seven Supreme Court judges presiding over the contempt proceedings against him pay a sum of ?14 crores as compensation, alleging that they had disturbed his peace of mind, disrupted his normal life, and insulted him publicly due to their purported lack of legal knowledge. Furthermore, Justice Karnan ordered the registration of a case under the Scheduled Castes and Scheduled Tribes (Prevention of Atrocities) Act, 1989 (“SC/ST Act”), against all seven members of the Bench. He even issued an order restraining the judges from travelling abroad and sentenced them to five years of imprisonment under the SC/ST Act.Decision of the Supreme Court: The Seven Judge Bench of the Supreme Court found Justice Karnan guilty of contempt, sentenced him to six months imprisonment, and held that his allegations against various judges and the judiciary in general were malicious and defamatory. The Court held that the conduct of Justice Karnan constituted criminal contempt, which both scandalised the court and interfered with the administration of justice.The judgment of the Court was authored by Chief Justice Khehar. Justice Chelameswar wrote a separate concurring judgment for himself and Justice Gogoi.Reasons for the Decision: Allegations levelled by Justice Karnan were not supported by any materialThe Supreme Court held that the allegations which were levelled by Justice Karnan against various judges were not supported by any material and that his allegations were defamatory (¶35).Justice Chelameswar further held that Justice Karnan was in the habit of making vague and incoherent allegations against his colleagues and Chief Justices of the Madras High Court (¶5, J. Chelameswar).The Supreme Court found that Justice Karnan’s various letters contained scandalous accusations against Judges of High Courts and the Supreme Court. These letters were directed to the highest constitutional authorities across the branches of governance, ridiculing the judiciary (¶33).Justice Chelameswar noted that Justice Karnan regularly wrote letters to various judicial and executive authorities, alleging corruption and commission of offences by Judges and Chief Justices of the Madras High Court (¶3, J. Chelameswar). He held that Justice Karnan’s frequent and serious allegations against his colleagues, which were made public, undoubtedly tarnished the reputation of targeted judges and the Madras High Court, thereby undermining the credibility of the judiciary (¶10, J. Chelameswar).No person can judge a case in which they have an interestJustice Chelameswar held that Justice Karnan seemed unaware of a fundamental legal principle: a complainant cannot be a judge in their own complaint. He observed that on multiple occasions, Justice Karnan issued orders, supposedly as part of his judicial duties, instructing state authorities to take legal action against judges of the Madras High Court based on his own allegations (¶8, J. Chelameswar).Conduct of Justice Karnan after initiation of suo-motu contempt proceedings against himThe Supreme Court observed that during the hearing of contempt proceedings, Justice Karnan’s ridicule of the Supreme Court persisted and even intensified, with him going so far as to defy court orders (¶35).Justice Chelameswar noted that Justice Karnan accused the Supreme Court Bench of bias against him and asserted that the contempt proceedings were both malicious and violated the Scheduled Castes and Scheduled Tribes (Prevention of Atrocities) Act, 1989 since Justice Karnan belonged to the Dalit caste (¶14, J. Chelameswar). Justice Chelameswar further held that Justice Karnan’s conduct in passing various orders post initiation of suo-motu proceedings left no doubt that he interfered with the judicial proceedings of the Supreme Court (¶25, J. Chelameswar). He held that such conduct undermines public confidence in the judicial system. It was also observed that Justice Karnan did not show any sign of remorse, which could have been a mitigating factor (¶25, J. Chelameswar).Prepared by Vidhi GuptaCentre for Research and Planning, Supreme Court of IndiaCase Summaries are prepared to help promote a better understanding of the decisions of the Supreme Court of India. They do not form part of the Court's?decision or reasons and are not for use in legal proceedings.© Supreme Court of India"
2018,1,27-09-2018,"JOSEPH SHINE vs UNION OF INDIAW.P.(Crl.) No. 194/2017","Section 497 IPC (Adultery) struck down as unconstitutional","View Judgment",https://www.sci.gov.in/view-pdf/?diary_no=325502017&type=j&order_date=2018-09-27&from=latest_judgements_order,"JOSEPH SHINE V. UNION OF INDIA2018 INSC 898 (27 September 2018)Justices:  Chief Justice Dipak Misra, Justice Rohinton F Nariman, Justice Ajay M Khanwilkar, Justice Dhananjaya Y Chandrachud, Justice Indu Malhotra Question(s):  (i) Whether Section 497 of the Indian Penal Code (“IPC”), which criminalises adultery violates Articles 14, 15 and 21 of the Constitution of India. (ii) Whether Section 198(2) of the Code of Criminal Procedure (“CrPC”), which only allowed a husband to complain of adultery, violates Articles 14, 15 and 21 of the Constitution of India. (iii) Whether Section 497 IPC should be made gender neutral by including women as offenders.Factual Background:  Section 497 of the IPC made it unlawful for a man to have sexual intercourse with a woman who he knew, or had reason to believe, was the wife of another man, without the consent of the second man. This was termed as the offence of adultery. Under Section 198(2) CrPC, only the second man (husband) is recognized as the victim, granting him sole authority to file a complaint. The wife is not seen as an offender; rather, criminal liability falls solely on the first man having intercourse with the married womanThe Petitioners filed a writ petition under Article 32 of the Constitution of India challenging the constitutionality of Section 497 of IPC and Section 198(2) of CrPC. The Petitioners contended that Section 497 conceives of the wife as the property of her husband and deprives her of sexual autonomy. The Petitioners pointed out that this law was enacted during the colonial era and has no relevance in the modern times. The Petitioners also contended that the sexual intercourse between two persons amounting to adultery is consensual and therefore, if adultery was criminalised, both parties should be punished equally.The Union of India contended that adultery is behaviour which, if not criminalised, affects the sanctity of the marital union and society as a whole. The Union of India also argued that Article 15(3) of the Constitution allows the Government to enact special protections for women and children to protect and uplift this section of society.Decision of the Supreme Court:  The Constitution Bench (five judges) of the Supreme Court unanimously struck down Section 497 of IPC as unconstitutional because it violated the principles of equality, gender discrimination, and personal autonomy under Articles 14, 15 and 21 of the Constitution of India. The Court also held that Section 198(2) of the CrPC was unconstitutional when read with Section 497 of the IPC. Chief Justice Misra authored a plurality opinion (on behalf of Justice Khanwilkar and himself), while Justice Nariman, Justice Chandrachud, and Justice Malhotra wrote separate but concurring opinions. Reasons for the Decision:  Violates the right to equality under Article 14The Supreme Court stated that societal norms evolve over time, indicating that what was deemed acceptable in the past may not hold true today (¶3 J. Misra). The Court observed that at the time the IPC was drafted, men exercised significant social control over women (¶22 J. Misra, ¶12 J. Malhotra). The Court found that in today’s society, Section 497 of IPC degrades the status of women and treats them as property of their husbands (¶25 J. Misra, ¶26 J. Nariman, ¶36 J. Chandrachud, ¶12 J. Malhotra).Article 15 of the Constitution of India prohibits discrimination on the grounds of sex. The Supreme Court held that Section 497 of IPC and Section 198(2) of the CrPC discriminate against women on the grounds of sex as they do not give women the right to prosecute their adulterous husbands or the woman with whom their husbands committed adultery, and therefore, violate Article 14 and 15(1) of Constitution of India (¶25 J. Misra).Does not protect womenThe Supreme Court observed that Article 15(3) of the Constitution allows the State to enact laws for the protection and advancement of women and children, aimed at promoting equality and addressing historical disadvantages. However, Section 497 did not fulfil this purpose. Instead, it perpetuated inequality and reinforced gender stereotypes by depriving women of the right to prosecute and treating them as the property of their husbands. Therefore, Section 497 cannot be justified or protected under Article 15(3) (¶¶40-41, ¶48 J. Chandrachud, ¶14 J. Malhotra). Violates privacy and dignity of women under Article 21 of the Constitution The Supreme Court held that Article 21 of Constitution of India guarantees to citizens privacy and sexual autonomy. The Court observed that adultery is a personal matter within the private domain of an individual and the relationship between two consenting adults. Criminalising adultery would intrude upon the private sphere of marital relationships. The State should not interfere in individuals' private lives unless there is a compelling public interest (¶49 J. Misra, ¶15 J. Malhotra).Adultery cannot be a criminal offenceThe Supreme Court held that adultery deals with private and consensual relationships between men and women and therefore it does not come under the realm of criminal offence though it can be considered a moral offence (¶49 J. Misra, ¶16 J. Malhotra).Prepared by Hiteshi Sharma (Intern)Centre for Research and Planning, Supreme Court of IndiaCase Summaries are prepared to help promote a better understanding of the decisions of the Supreme Court of India. They do not form part of the Court's decision or reasons and are not for use in legal proceedings.© Supreme Court of India"
2018,2,26-09-2018,"JARNAIL SINGH  vs LACHHMI NARAIN GUPTA .C.A. No. 629/2022","Constitutionality of requiring quantifiable data to determine backwardness of Scheduled Castes (SCs) and Scheduled Tribes (STs) and applicability of 'creamy layer' doctrine to SCs and STs.","View Judgment",https://www.sci.gov.in/view-pdf/?diary_no=346142011&type=j&order_date=2018-09-26&from=latest_judgements_order,"JARNAIL SINGH V. LACHHMI NARAIN GUPTA .2018 INSC 881 (26 September 2018)Justices: Chief Justice Dipak Misra, Justice Kurian Joseph, Justice R.F. Nariman, Justice Sanjay Kishan Kaul, Justice Indu Malhotra.Question(s): (i) Whether the correctness of the Constitution Bench (Five Judges) decision in M. Nagaraj v. Union of India, (2006 INSC 711), (“Nagaraj”) should be reconsidered by a Seven-Judge Bench. (ii) Whether the requirement in Nagaraj that quantifiable data concerning the backwardness of the Scheduled Castes and Scheduled Tribes (“SCs and STs”) should be collected prior to granting reservation is valid. (iii) Whether the doctrine of ‘creamy layer’ is applicable to the SCs and STs for the purposes of promotions in public employment.Factual Background: This case emanated from two reference orders passed by a Division Bench (Two-Judge) of the Supreme Court (State of Tripura v. Jayanta Chakraborty, 2017 INSC 1113) (“Jayanta Chakraborty”) and a Three-Judge Bench (State of Maharashtra v. Vijay Ghogre, (2018) 17 SCC 261) (“Vijay Ghogre”). The questions posed in these cases involved the interpretation of Articles 16(4), 16(4A) and 16(4B) of the Constitution of India against the backdrop of two previous decisions of the Supreme Court — Indra Sawhney v. Union of India (“Indra Sawhney”) (1996 INSC 1273), a decision by nine judges, and Nagaraj, a decision by five judges.The Supreme Court in Jayanta Chakraborty found that a question of further and finer interpretation on the application of Article 16(4A) has arisen and referred it to a Constitution Bench. Subsequently, in Vijay Ghogre, the Court without going into the merits of Jayanta Chakraborty i.e. whether a Two-Judge Bench could directly refer a matter to a larger Bench under Article 145(3) of the Constitution of India when there is already a decision of Constitution Bench, found it appropriate to refer the issue to a Constitution Bench to determine whether Nagaraj requires reconsideration.In Nagaraj, a 2006 Constitution Bench decision had upheld the constitutional validity of the constitutional amendments which had introduced Article 16(4A) and 16(4B) into the Constitution of India. These amendments provided reservation in promotions for SC and ST employees and the carrying forward of unfilled SC and ST posts.The Supreme Court in Nagraj noted that the State is not bound to make reservations for SCs and STs in matters of promotion. However, if it chooses to do so, the State has to collect quantifiable data showing the backwardness of the class and inadequacy of representation of that class in public employment The State must also comply with Article 335 of the Constitution of India which provides for the maintenance of efficiency in administration while considering the claims of SCs, and STs to appointments in public sector posts. The Constitution Bench in Nagraj also held that the ‘creamy layer’ doctrine, which excludes socially and educationally advanced members of the Other Backward Classes (OBCs) from getting reservation based on income-wealth criteria, was also applicable to the SCs and STs.In the present case, the Union of India India argued that both these findings were incorrect, as they were contrary to the Nine-Judge Bench decision in Indra Sawhney.Decision of the Supreme Court: The Constitution Bench of the Supreme Court declined to refer the correctness of Nagraj to a Seven-Judge-Bench. The Court held that the declaration in Nagraj that quantifiable data should be collected for the purposes of determining backwardness and inadequacy of representation of SC and ST classes is contrary to the Nine-Judge-Bench decision in Indra Sawhney and hence incorrect. The Court also ruled that the doctrine of ‘creamy layer’ is applicable to reservations for SCs and STs and courts could themselves exclude the creamy layer from reservations. The judgment of the Court was authored by Justice Nariman.Reasons for the Decision: Collection of quantifiable data contrary to Indra SawhneyThe Supreme Court found that the declaration in Nagaraj that the State has to collect quantifiable data showing backwardness of the SCs and STs is contrary to the judgment of the Nine-Judge-Bench in Indra Sawhney. In Indra Sawhney, it was held that the test of social and educational backwardness cannot be applied to SCs and STs, who unquestionably fall within the category of backward class of citizens deserving of reservation. This is in part because SCs and STs are identified by Presidential notifications under Articles 341 and 342 of the Constitution, and such notifications are themselves based on socio-economic exclusion (¶14). Therefore, it would be improper to require reservations for SCs and STs to be based on quantifiable data.Applicability of the creamy layer doctrine to SC and SC reservations permissibleThe Supreme Court also held that although Indra Sawhney did not rule on the applicability of creamy layer doctrine to SCs and STs, the doctrine was always a facet of constitutional equality located in Articles 14 and 16(1) of the Constitution of India (¶¶8,15). This is because equality will not be served if a creamy layer of elites with a subjugated group capture the benefits of reservation (¶15). The Court thus ruled that the creamy layer could be excluded from reservations even in the case of SCs and STs (¶15). Further, the Court ruled that the courts exclusion of the creamy layer of SCs and STs from reservations does not amount to an interference with the President’s power to identify and designate SCs and STs under Articles 341 and 342 of the Constitution (¶15).Prepared by Osama NoorCentre for Research and Planning, Supreme Court of IndiaJudgment Summaries are prepared to help promote a better understanding of the decisions of the Supreme Court of India. They do not form part of the Court's decision or reasons and are not for use in legal proceedings.© Supreme Court of India"
2018,3,26-09-2018,"SWAPNIL TRIPATHI vs SUPREME COURT OF INDIAW.P.(C) No. 1232/2017","Plea seeking live streaming of court proceedings and the Supreme Court's guidelines.","View Judgment",https://www.sci.gov.in/view-pdf/?diary_no=404262017&type=j&order_date=2018-09-26&from=latest_judgements_order,"SWAPNIL TRIPATHI V. SUPREME COURT OF INDIA2018 INSC 886 (26 September 2018)Justices: Chief Justice Dipak Misra, Justice Ajay M. Khanwilkar, Justice (Dr.) Dhananjaya Y. ChandrachudQuestion(s): Whether live-streaming of proceedings at the Supreme Court should be permitted to facilitate increased access to justice and further the principle of open courts.Factual Background: The Petitioners approached the Supreme Court under Article 32 and sought a declaration permitting live streaming of Supreme Court proceedings in cases of constitutional or national importance. They argued that people are unable to witness Supreme Court proceedings in person due to constraints on time, resources, and geographic accessibility. The Petitioners submitted that live streaming of such proceedings should be permitted to enhance transparency, foster public confidence in the judiciary, and reduce misinformation about the judicial process.Decision of the Supreme Court: The Supreme Court allowed the petition and held that live streaming of court proceedings should be introduced as a pilot project for cases of constitutional and national importance being heard by the Chief Justice of India. The Court found that live streaming would be an extension of the principle of open courts and access to justice, which will serve diverse stakeholders and the public at large. Justice Khanwilkar authored the majority opinion on behalf of himself and Chief Justice Misra, while Justice Chandrachud authored a separate concurring opinion.The Supreme Court issued model guidelines for live streaming of court proceedings, initially to be implemented at the Supreme Court. The guidelines aimed to balance the principle of open courts with the dignity of court proceedings and the privacy interests of litigants and witnesses.Justice Chandrachud recommended the adoption of live streaming in High Courts and district courts in a phased manner based on the available resources and technical support. The Chief Justices of the High Courts were advised to frame appropriate rules for this purpose, taking into account the model guidelines suggested by the Supreme Court.Reasons for the Decision: Open justice as a check on the judiciaryThe Supreme Court opined that open justice is a long-established principle of common law systems that serves as a check on judicial arbitrariness and builds public confidence in the administration of justice (¶3, J. Khanwilkar; ¶¶6, 9, J. Chandrachud). Justice Chandrachud held that live streaming of court proceedings is an extension of this principle, enabling the public to have virtual access to courtrooms (¶¶17, 18(d), J. Chandrachud). He stated that ‘sunlight was the best disinfectant’, and live streaming proceedings, as an extension of the principle of open courts, would result in greater transparency and accountability in the judicial process (¶18(h), J. Chandrachud).Justice Chandrachud noted that the impact of open courts in India is diminished by the fact that a large segment of society rarely has the opportunity to attend court proceedings due to constraints like poverty, illiteracy, distance, and lack of awareness (¶13, J. Chandrachud). The Supreme Court observed that live streaming has the potential to reach a wide audience and will open up the judicial system to those outside the courtroom (¶18(d), J. Chandrachud, ¶9, J. Khanwilkar).Reducing reliance on second-hand narratives and misinformationJustice Chandrachud observed that live streaming will reduce the public's reliance on second-hand accounts to obtain information about important cases (¶18(c), J. Chandrachud). It will enable the public to view court proceedings first-hand and form reasoned and educated opinions about the functioning of courts, thereby reducing misinformation and misunderstanding about judicial proceedings (¶4, J. Khanwilkar, ¶ 18(c), J. Chandrachud).International practices on live streaming of court proceedingsReferencing practices adopted in jurisdictions like Australia, Brazil, Canada, China, South Africa, the UK, and the USA, where live streaming of court proceedings is already permitted, Justice Chandrachud noted that broadcasting of courtroom proceedings has emerged through judicial decisions in several countries (¶¶19-20, J. Chandrachud). Most jurisdictions follow certain common practices such as minimal delay in live broadcast, retention of copyright with the court, conducting pilot projects, and excluding certain sensitive cases from broadcast (¶20, J. Chandrachud).Balancing open justice with the dignity and majesty of court proceedingsThe Supreme Court acknowledged the need to balance the principle of open justice with preserving the dignity of court proceedings. The model guidelines framed by the Court aimed to address this balance by excluding certain sensitive cases from live streaming, granting the presiding judge the discretion to disallow live streaming, ensuring that live streaming is carried out with a delay of two minutes, prohibiting unauthorised usage of live streamed content, and archiving the audio-visual recordings of the proceedings (¶26, J. Chandrachud, ¶¶13-14, J. Khanwilkar).Authority to frame rules and modalities for live streamingThe Supreme Court clarified that the model guidelines will not detract from the Court's authority to frame rules under Article 145(1) of the Constitution to determine the modalities of live streaming (¶14, J. Khanwilkar, ¶26, J. Chandrachud). Justice Chandrachud recommended introducing live streaming initially as a pilot project in the Chief Justice of India’s court, to be expanded gradually to other courts based on the experience gained during the pilot (¶25, J. Chandrachud).Importance of live streaming for access to justice in lower courtsHighlighting the importance of access to justice, Justice Chandrachud observed that the need for live streaming of proceedings applies with greater force to cases in the district judiciary and the High Courts, as they represent the first interface of the ordinary citizen with the judicial system (¶22, J. Chandrachud). Justice Chandrachud in his separate opinion advised the Chief Justices of the High Courts to adopt live streaming both in High Courts and district courts in a phased manner, considering available resources and technical support (¶24, J. Chandrachud).Prepared by Arvindh Subramoniam (Intern)Centre for Research and Planning, Supreme Court of IndiatJudgment Summaries are prepared to help promote a better understanding of the decisions of the Supreme Court of India. They do not form part of the Court's decision or reasons and are not for use in legal proceedings.© Supreme Court of India"
